Tattag;Tatzeit/Uhrzeit;Tatort 2;Tbnr1; Geldbuße 
20.11.2014;1208;Meerstraße / B, Parkplatz;113150; 10,00 € 
20.11.2014;1214;Meerstraße / B in Höhe von Haus-Nr. 11;113140; 10,00 € 
20.11.2014;1224;Neumarkt / A, Parkplatz;113140; 10,00 € 
20.11.2014;1226;Neumarkt / A, Parkplatz;113140; 10,00 € 
20.11.2014;1228;Neumarkt / A, Parkplatz;113120; 10,00 € 
20.11.2014;1230;Neumarkt / A, Parkplatz;113140; 10,00 € 
20.11.2014;1233;Neumarkt / A, Parkplatz;113140; 10,00 € 
20.11.2014;1241;Neumarkt / A, Parkplatz;113120; 10,00 € 
20.11.2014;1243;Neumarkt / A, Parkplatz;113122; 20,00 € 
20.11.2014;1336;Neumarkt / A, Parkplatz;113123; 25,00 € 
21.11.2014;1121;Burgstraße ggü. Haus-Nr. 3;141106; 30,00 € 
21.11.2014;1126;Haagstraße / B in Höhe von Haus-Nr. 35;141106; 30,00 € 
21.11.2014;1130;Meerstraße / B in Höhe von Haus-Nr. 13;142278; 35,00 € 
21.11.2014;1137;Haagstraße / B in Höhe von Haus-Nr. 35;141106; 30,00 € 
21.11.2014;1202;Nordring / C2 in Höhe von Haus-Nr. 7;141062; 30,00 € 
21.11.2014;1206;Nordring / C2 in Höhe von Haus-Nr. 5;112042; 15,00 € 
21.11.2014;1216;Nordring / C2 in Höhe von Haus-Nr. 2;141062; 30,00 € 
21.11.2014;1217;Nordring / C2 in Höhe von Haus-Nr. 1;141062; 30,00 € 
21.11.2014;1219;Nordring / C2 in Höhe von Haus-Nr. 1;141412; 10,00 € 
21.11.2014;1313;Wittfeldstraße in Höhe von Haus-Nr. 14;142262; 10,00 € 
21.11.2014;1323;Klever Straße ggü. Haus-Nr., Krankenhaus;141100; 20,00 € 
21.11.2014;1329;Baerler Straße in Höhe von Haus-Nr. 40;113240; 10,00 € 
21.11.2014;1333;Seminarstraße ggü. Haus-Nr. 41;113240; 10,00 € 
21.11.2014;1338;Rheinberger Straße in Höhe von Haus-Nr. 7;113283; 25,00 € 
21.11.2014;1038;Asberger Straße / C3 in Höhe von Haus-Nr. 25;113140; 10,00 € 
21.11.2014;1030;Lintforter Straße in Höhe von Haus-Nr. 97;141382; 15,00 € 
21.11.2014;851;Lintforter Straße in Höhe von Haus-Nr. 97;141382; 15,00 € 
21.11.2014;1028;Asberger Straße / C3 in Höhe von Haus-Nr. 14;113140; 10,00 € 
21.11.2014;1303;Nordring / C2, Parkplatz;113122; 20,00 € 
21.11.2014;1110;Essenberger Straße / C1, Parkplatz;113121; 15,00 € 
21.11.2014;605;Neu Markt / A, Parkplatz;141313; 25,00 € 
21.11.2014;1436;Meerstraße / B, Innenhof;113140; 10,00 € 
21.11.2014;1207;Hubertusstraße in Höhe von Haus-Nr. 24;141062; 30,00 € 
21.11.2014;1420;Haagstraße / B 14;141312; 15,00 € 
21.11.2014;1114;Schustergasse in Höhe von Haus-Nr. 3;141106; -   € 
21.11.2014;1012;Haagstraße / B in Höhe von Haus-Nr. 16;141312; 15,00 € 
21.11.2014;757;Neumarkt / A, Parkplatz;141312; 15,00 € 
21.11.2014;744;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;1033;Asberger Straße / C3 in Höhe von Haus-Nr. 5;113140; 10,00 € 
21.11.2014;1040;Asberger Straße / C3 in Höhe von Haus-Nr. 24;113140; 10,00 € 
21.11.2014;1046;Annastraße / C3 in Höhe von Haus-Nr. 9;113140; 10,00 € 
21.11.2014;1048;Annastraße / C3 in Höhe von Haus-Nr. 7;113140; 10,00 € 
21.11.2014;1058;Homberger Straße / C1 in Höhe von Haus-Nr. 99;113280; 10,00 € 
21.11.2014;1108;Essenberger Straße / C1, Parkplatz;329113; 15,00 € 
21.11.2014;1116;Essenberger Straße / C1, Parkplatz;113120; 10,00 € 
21.11.2014;1123;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 8;113121; 15,00 € 
21.11.2014;1155;Augustastraße / C1 in Höhe von Haus-Nr. 8;113140; 10,00 € 
21.11.2014;1157;Augustastraße / C1 in Höhe von Haus-Nr. 8;113120; 10,00 € 
21.11.2014;1205;Hopfenstraße ggü. Haus-Nr. 30;141118; 20,00 € 
21.11.2014;1219;Kautzstraße / B, Parkplatz;113140; 10,00 € 
21.11.2014;1237;Südring, Ecke Abtei;113222; 20,00 € 
21.11.2014;1239;Südring, Ecke Abtei;113221; 15,00 € 
21.11.2014;1241;Abteistraße, Ecke Südring;113220; 10,00 € 
21.11.2014;1247;Haagstraße / B in Höhe von Haus-Nr. 16;141312; 15,00 € 
21.11.2014;1249;Haagstraße / B ggü. Haus-Nr. 11;142278; 35,00 € 
21.11.2014;702;Rheinhausener Straße in Höhe von Haus-Nr. 15;141312; 15,00 € 
21.11.2014;703;Rheinhausener Straße in Höhe von Haus-Nr. 15;141312; 15,00 € 
21.11.2014;1559;Rheinberger Straße 246;102118; 10,00 € 
21.11.2014;1627;Neustraße 33;141106; 30,00 € 
21.11.2014;1632;Niederstraße 22;141106; 30,00 € 
21.11.2014;1635;Niederstraße ggü. Haus-Nr. 22;141106; 30,00 € 
21.11.2014;1732;Römerstraße 291;141412; 10,00 € 
21.11.2014;1738;Römerstraße 311;141112; 20,00 € 
21.11.2014;1751;Roderichstraße hinter Haus-Nr. 61;142103; 10,00 € 
21.11.2014;1752;Roderichstraße hinter Haus-Nr. 61;142103; 10,00 € 
21.11.2014;1755;Roderichstraße hinter Haus-Nr. 61;142103; 10,00 € 
21.11.2014;1757;Gotenstraße ggü. Haus-Nr. 33, Ecke Roderichstr.;142103; 10,00 € 
21.11.2014;1759;Gotenstraße ggü. Haus-Nr. 33, Ecke Roderichstr.;142103; 10,00 € 
21.11.2014;1802;Roderichstraße 29;142103; 10,00 € 
21.11.2014;1811;Florastraße ggü. Haus-Nr. 88, Mitte;142103; 10,00 € 
21.11.2014;1812;Florastraße ggü. Haus-Nr. 88, Mitte;142103; 10,00 € 
21.11.2014;1814;Florastraße ggü. Haus-Nr. 88, Mitte;142103; 10,00 € 
21.11.2014;1818;Am Pandyck 80, Wendehammer;142103; 10,00 € 
21.11.2014;1821;Moerser Heide in Höhe von Haus-Nr. 17, Neben Garage;142103; 10,00 € 
21.11.2014;1917;Karlstraße 92, Ecke Hombergerstr.;141342; 15,00 € 
21.11.2014;1924;Homberger Straße / C1 171;141112; 20,00 € 
21.11.2014;1927;Homberger Straße / C1 169;141112; 20,00 € 
21.11.2014;1930;Homberger Straße / C1 169;141112; 20,00 € 
21.11.2014;1933;Homberger Straße / C1 169;141112; 20,00 € 
21.11.2014;1937;Homberger Straße / C1 105a;112402; 20,00 € 
21.11.2014;932;Meerstraße / B in Höhe von Haus-Nr. 13;142278; 35,00 € 
21.11.2014;1019;Kastell / B, schräg vor 11;113120; 10,00 € 
21.11.2014;1025;Meerstraße / B, Innenhof;113120; 10,00 € 
21.11.2014;1029;Meerstraße / B, Innenhof;113140; 10,00 € 
21.11.2014;1034;Meerstraße / B, Schotterplatz;113140; 10,00 € 
21.11.2014;1036;Meerstraße / B, Schotterplatz;113120; 10,00 € 
21.11.2014;803;Meerstraße / B in Höhe von Haus-Nr. 13;142278; 35,00 € 
21.11.2014;805;Meerstraße / B in Höhe von Haus-Nr. 13;142278; 35,00 € 
21.11.2014;810;Haagstraße / B ggü. Haus-Nr. 11;142278; 35,00 € 
21.11.2014;812;Haagstraße / B ggü. Haus-Nr. 11;142278; 35,00 € 
21.11.2014;815;Haagstraße / B ggü. Haus-Nr. 11;142278; 35,00 € 
21.11.2014;816;Haagstraße / B ggü. Haus-Nr. 11;142278; 35,00 € 
21.11.2014;1016;Nordring / C2 in Höhe von Haus-Nr. 7;141062; 30,00 € 
21.11.2014;1020;Nordring / C2 in Höhe von Haus-Nr. 1;141062; 30,00 € 
21.11.2014;1032;Seminarstraße in Höhe von Haus-Nr. 11;141402; 10,00 € 
21.11.2014;1034;Seminarstraße in Höhe von Haus-Nr. 11;141402; 10,00 € 
21.11.2014;1038;Wilhelm-Schroeder-Straße / C2 in Höhe von Haus-Nr.;113140; 10,00 € 
21.11.2014;1043;Wilhelm-Schroeder-Straße / C2, Parkplatz;113140; 10,00 € 
21.11.2014;1045;Wilhelm-Schroeder-Straße / C2, Parkplatz;113120; 10,00 € 
21.11.2014;1105;Neuer Wall, 0beres Parkdeck;142278; 35,00 € 
21.11.2014;1117;Haagstraße / B ggü. Haus-Nr. 11;142278; 35,00 € 
21.11.2014;1119;Haagstraße / B ggü. Haus-Nr. 11;142278; 35,00 € 
21.11.2014;1236;Mühlenstraße / DE, Parkplatz;113280; 10,00 € 
21.11.2014;1240;Mühlenstraße / DE, Parkplatz;113281; 15,00 € 
21.11.2014;1244;Mühlenstraße / DE, Schotterparkplatz;101060; 20,00 € 
21.11.2014;1246;Mühlenstraße / DE, Schotterparkplatz;101060; 20,00 € 
21.11.2014;1247;Mühlenstraße / DE, Schotterparkplatz;101060; 20,00 € 
21.11.2014;1248;Mühlenstraße / DE, Schotterparkplatz;101060; 20,00 € 
21.11.2014;1250;Mühlenstraße / DE, Schotterparkplatz;101060; 20,00 € 
21.11.2014;1251;Mühlenstraße / DE, Schotterparkplatz;101060; 20,00 € 
21.11.2014;1252;Mühlenstraße / DE, Schotterparkplatz;101060; 20,00 € 
21.11.2014;1256;Nordring / C2, Parkplatz;113120; 10,00 € 
21.11.2014;1259;Nordring / C2, Parkplatz;113120; 10,00 € 
21.11.2014;1301;Nordring / C2, Parkplatz;113120; 10,00 € 
21.11.2014;1306;Nordring / C2, Parkplatz;113120; 10,00 € 
21.11.2014;1321;Niederstraße 30;141312; 15,00 € 
21.11.2014;1339;Meerstraße / B, Parkplatz;113120; 10,00 € 
21.11.2014;1344;Meerstraße / B, Parkplatz;113121; 15,00 € 
21.11.2014;1350;Meerstraße / B, Schotterplatz;113140; 10,00 € 
21.11.2014;1351;Meerstraße / B, Parkplatz;113140; 10,00 € 
21.11.2014;1353;Meerstraße / B, Schotterplatz;113121; 15,00 € 
21.11.2014;1400;Meerstraße / B, Schotterplatz;113120; 10,00 € 
21.11.2014;1229;Meerstraße / B, Schotterplatz;113142; 20,00 € 
21.11.2014;1040;Meerstraße / B, Schotterplatz;113121; 15,00 € 
21.11.2014;1042;Meerstraße / B, Schotterplatz;113120; 10,00 € 
21.11.2014;1044;Meerstraße / B, Schotterplatz;113180; 10,00 € 
21.11.2014;1046;Meerstraße / B, Schotterplatz;113180; 10,00 € 
21.11.2014;1048;Meerstraße / B, Schotterplatz;113180; 10,00 € 
21.11.2014;1050;Meerstraße / B, Schotterplatz;113180; 10,00 € 
21.11.2014;1053;Meerstraße / B, Schotterplatz;113150; 10,00 € 
21.11.2014;1058;Meerstraße / B, Parkplatz;113121; 15,00 € 
21.11.2014;1111;Unterwallstraße in Höhe von Haus-Nr. 9, RATHAUS;113281; 15,00 € 
21.11.2014;1113;Unterwallstraße in Höhe von Haus-Nr. 9, RATHAUS;142262; 10,00 € 
21.11.2014;1145;Haagstraße / B in Höhe von Haus-Nr. 18;141312; 15,00 € 
21.11.2014;1431;Hanckwitzstraße / B, Parkplatz;113124; 30,00 € 
21.11.2014;1155;Hanckwitzstraße / B, Parkplatz;113120; 10,00 € 
21.11.2014;1157;Hanckwitzstraße / B, Parkplatz;113140; 10,00 € 
21.11.2014;1158;Hanckwitzstraße / B, Parkplatz;113121; 15,00 € 
21.11.2014;1201;Kastell / B, schräg vor 11;113120; 10,00 € 
21.11.2014;1204;Kastell / B in Höhe von Haus-Nr. 11;113140; 10,00 € 
21.11.2014;1206;Kleinen Allee, Parkplatz;141312; 15,00 € 
21.11.2014;1208;Kleinen Allee, Parkplatz;141312; 15,00 € 
21.11.2014;1438;Meerstraße / B, Innenhof;113143; 25,00 € 
21.11.2014;1226;Meerstraße / B, Innenhof;113120; 10,00 € 
21.11.2014;1232;Meerstraße / B, Schotterplatz;113140; 10,00 € 
21.11.2014;1234;Meerstraße / B, Schotterplatz;113140; 10,00 € 
21.11.2014;1355;Meerstraße / B, Schotterplatz;113142; -   € 
21.11.2014;1238;Meerstraße / B, Schotterplatz;113140; 10,00 € 
21.11.2014;1243;Meerstraße / B in Höhe von Haus-Nr. 13;142278; 35,00 € 
21.11.2014;1343;Meerstraße / B, Parkplatz;113141; 15,00 € 
21.11.2014;1247;Meerstraße / B, Parkplatz;113121; 15,00 € 
21.11.2014;1249;Meerstraße / B, Parkplatz;113120; 10,00 € 
21.11.2014;1254;Neumarkt / A, Braun;141312; 15,00 € 
21.11.2014;935;Oberwallstraße / B ggü. Haus-Nr. 19;141322; 15,00 € 
21.11.2014;948;Haagstraße / B in Höhe von Haus-Nr. 7;113140; 10,00 € 
21.11.2014;956;Kautzstraße / B, Parkplatz;113120; 10,00 € 
21.11.2014;1004;Hopfenstraße ggü. Haus-Nr. 32;141118; 15,00 € 
21.11.2014;1006;Hopfenstraße in Höhe von Haus-Nr. 36;141118; 15,00 € 
21.11.2014;1012;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 24;141118; 15,00 € 
21.11.2014;1013;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 26;141118; 15,00 € 
21.11.2014;1015;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 34;141118; 15,00 € 
21.11.2014;1019;Xeniastraße ggü. Haus-Nr. 8;142103; 10,00 € 
21.11.2014;1023;Antoniastraße ggü. Haus-Nr. 9;142103; 10,00 € 
21.11.2014;1024;Antoniastraße ggü. Haus-Nr. 9;142103; 10,00 € 
21.11.2014;1030;Asberger Straße / C3 ggü. Haus-Nr. 12;113140; 10,00 € 
21.11.2014;1032;Asberger Straße / C3 ggü. Haus-Nr. 8;113140; 10,00 € 
21.11.2014;1649;Haagstraße / B ggü. Haus-Nr. 11;142278; 40,00 € 
21.11.2014;1403;Meerstraße / B 13;142278; 35,00 € 
21.11.2014;1410;Haagstraße / B ggü. Haus-Nr. 11;142278; 35,00 € 
21.11.2014;1413;Haagstraße / B ggü. Haus-Nr. 11;142278; 35,00 € 
21.11.2014;1417;Haagstraße / B 14;141312; 15,00 € 
21.11.2014;1423;Haagstraße / B 16;141312; 15,00 € 
21.11.2014;1425;Haagstraße / B 18;141312; 15,00 € 
21.11.2014;1427;Hanckwitzstraße / B, Parkplatz;101060; 20,00 € 
21.11.2014;1434;Hanckwitzstraße / B, Parkplatz;113121; 15,00 € 
21.11.2014;1450;Kautzstraße / B, Parkplatz;113140; 10,00 € 
21.11.2014;1513;Hopfenstraße 6;141312; 15,00 € 
21.11.2014;1658;Meerstraße / B, Schräg13;142278; 35,00 € 
21.11.2014;1658;Meerstraße / B, Schräg13;142278; 35,00 € 
21.11.2014;1601;Meerstraße / B, Parkplatz;113140; 10,00 € 
21.11.2014;1617;Haagstraße / B ggü. Haus-Nr. 11;142278; 35,00 € 
21.11.2014;1632;Kautzstraße / B, Parkplatz;113122; 20,00 € 
21.11.2014;1635;Kautzstraße / B ggü. Haus-Nr. 10;141312; 15,00 € 
21.11.2014;1638;Kautzstraße / B, Parkplatz;113150; 10,00 € 
21.11.2014;1640;Kautzstraße / B, Parkplatz;113120; 10,00 € 
21.11.2014;1656;Meerstraße / B, Schräg13;142278; 35,00 € 
21.11.2014;704;Rheinhausener Straße in Höhe von Haus-Nr. 13;141312; 15,00 € 
21.11.2014;705;Rheinhausener Straße in Höhe von Haus-Nr. 13;141312; 15,00 € 
21.11.2014;706;Rheinhausener Straße in Höhe von Haus-Nr. 13;141312; 15,00 € 
21.11.2014;707;Rheinhausener Straße ggü. Haus-Nr. 8;141312; 15,00 € 
21.11.2014;712;Dresdener Ring in Höhe von Haus-Nr. 47;112042; 30,00 € 
21.11.2014;725;Neumarkt / A in Höhe von Haus-Nr., Braun;141312; 15,00 € 
21.11.2014;743;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;743;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;746;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;752;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;755;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;757;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;757;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;753;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;800;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;746;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;802;Gabelsbergerstraße zwischen Haus-Nr., Wendehammer;141310; 10,00 € 
21.11.2014;753;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;747;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;748;Gabelsbergerstraße, Wendehammer;141310; 10,00 € 
21.11.2014;931;Martinstraße ggü. Haus-Nr. 4;141313; 25,00 € 
21.11.2014;933;Martinstraße ggü. Haus-Nr. 4;141313; 25,00 € 
21.11.2014;1141;Kaiserstraße in Höhe von Haus-Nr. 60;112432; 20,00 € 
21.11.2014;1142;Kaiserstraße in Höhe von Haus-Nr. 60;112432; 20,00 € 
21.11.2014;1205;Hubertusstraße in Höhe von Haus-Nr. 24;141062; 30,00 € 
21.11.2014;1235;Martinstraße ggü. Haus-Nr.;141313; 30,00 € 
21.11.2014;1205;Hubertusstraße in Höhe von Haus-Nr. 24;141062; 30,00 € 
21.11.2014;1207;Hubertusstraße in Höhe von Haus-Nr. 24;141062; 30,00 € 
21.11.2014;1205;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
21.11.2014;1207;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
21.11.2014;1205;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
21.11.2014;1206;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
21.11.2014;1206;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
21.11.2014;1210;Krefelder Straße in Höhe von Haus-Nr. 22;141062; 30,00 € 
21.11.2014;1210;Adlerstraße in Höhe von Haus-Nr. 2;141062; 30,00 € 
21.11.2014;1211;Adlerstraße in Höhe von Haus-Nr. 4;141062; 30,00 € 
21.11.2014;1200;Mühlenstraße / DE, Parkplatz;102118; 10,00 € 
21.11.2014;1202;Mühlenstraße / DE, Parkplatz;102118; 10,00 € 
21.11.2014;1203;Mühlenstraße / DE, Parkplatz;102118; 10,00 € 
21.11.2014;1204;Mühlenstraße / DE, Parkplatz;102118; 10,00 € 
21.11.2014;1206;Mühlenstraße / DE, Parkplatz;102118; 10,00 € 
21.11.2014;1209;Mühlenstraße / DE;102118; 10,00 € 
21.11.2014;1215;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
21.11.2014;1220;Mühlenstraße / DE, Parkplatz;113280; 10,00 € 
22.11.2014;1254;Neumarkt / A, Parkplatz;142262; 10,00 € 
22.11.2014;1104;Essenberger Straße / C1, Parkplatz;113120; 10,00 € 
22.11.2014;1041;Bankstraße / C1 in Höhe von Haus-Nr. 8;141322; 20,00 € 
22.11.2014;1045;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4;113140; 10,00 € 
22.11.2014;1048;Otto-Hue-Straße / C1 ggü. Haus-Nr. 2;113140; 10,00 € 
22.11.2014;1050;Otto-Hue-Straße / C1 in Höhe von Haus-Nr. 6;113140; 10,00 € 
22.11.2014;1101;Essenberger Straße / C1, Parkplatz;113140; 10,00 € 
22.11.2014;1106;Essenberger Straße / C1, Parkplatz;113140; 10,00 € 
22.11.2014;1110;Homberger Straße / C1 in Höhe von Haus-Nr. 76;113140; 10,00 € 
22.11.2014;1119;Martinstraße, Ecke Annastr.;142262; 10,00 € 
22.11.2014;1131;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 29;141118; 15,00 € 
22.11.2014;1134;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 24;141118; 15,00 € 
22.11.2014;1135;Karl-Hoffmeister-Straße in Höhe von Haus-Nr. 24;141118; 15,00 € 
22.11.2014;1140;Hopfenstraße ggü. Haus-Nr. 31;141118; 15,00 € 
22.11.2014;1147;Kautzstraße / B in Höhe von Haus-Nr. 10;141118; 15,00 € 
22.11.2014;1150;Kautzstraße / B, Parkplatz;113140; 10,00 € 
22.11.2014;1158;Haagstraße / B in Höhe von Haus-Nr. 14;112402; 20,00 € 
22.11.2014;1200;Haagstraße / B in Höhe von Haus-Nr. 16;112402; 20,00 € 
22.11.2014;1206;Haagstraße / B in Höhe von Haus-Nr. 9;113140; 10,00 € 
22.11.2014;1212;Meerstraße / B, Parkplatz;141322; 15,00 € 
22.11.2014;1217;Im Rosenthal / B ggü. Haus-Nr. 14;113140; 10,00 € 
22.11.2014;1220;Meerstraße / B in Höhe von Haus-Nr. 2;113122; 20,00 € 
22.11.2014;1224;Meerstraße / B, Parkplatz;113140; 10,00 € 
22.11.2014;1226;Meerstraße / B, Innenhof;113140; 10,00 € 
22.11.2014;1228;Meerstraße / B, Innenhof;113140; 10,00 € 
22.11.2014;1229;Meerstraße / B, Innenhof;113121; 15,00 € 
22.11.2014;1230;Meerstraße / B, Innenhof;113140; 10,00 € 
22.11.2014;1234;Meerstraße / B, Innenhof;113121; 15,00 € 
22.11.2014;1236;Meerstraße / B, Innenhof;112402; 20,00 € 
22.11.2014;1238;Meerstraße / B, Innenhof;113122; 20,00 € 
22.11.2014;1239;Meerstraße / B, Innenhof;329113; 15,00 € 
22.11.2014;1241;Meerstraße / B, Innenhof;113120; 10,00 € 
22.11.2014;1243;Meerstraße / B, Innenhof;113120; 10,00 € 
22.11.2014;1245;Meerstraße / B, Innenhof;113140; 10,00 € 
22.11.2014;1256;Unterwallstraße in Höhe von Haus-Nr. 9;113280; 10,00 € 
22.11.2014;1258;Unterwallstraße in Höhe von Haus-Nr. 9;113300; 10,00 € 
22.11.2014;933;Neumarkt / A, Parkplatz;113140; 10,00 € 
22.11.2014;938;Neumarkt / A, Parkplatz;113140; 10,00 € 
22.11.2014;1204;Haagstraße / B ggü. Haus-Nr. 9;142278; 35,00 € 
22.11.2014;947;Haagstraße / B in Höhe von Haus-Nr. 18;112402; 20,00 € 
22.11.2014;948;Haagstraße / B in Höhe von Haus-Nr. 16;112402; 20,00 € 
22.11.2014;1159;Haagstraße / B in Höhe von Haus-Nr. 16;141314; 25,00 € 
22.11.2014;1005;Kautzstraße / B, Parkplatz;113140; 10,00 € 
22.11.2014;1007;Kautzstraße / B, Parkplatz;113120; 10,00 € 
22.11.2014;1145;Kautzstraße / B ggü. Haus-Nr., Ecke Hopfenstrasse;141314; 25,00 € 
22.11.2014;1016;Tersteegenstraße / C1 in Höhe von Haus-Nr. 12;141312; 15,00 € 
22.11.2014;1019;Tersteegenstraße / C1 in Höhe von Haus-Nr. 12;141312; 15,00 € 
22.11.2014;1021;Tersteegenstraße / C1 in Höhe von Haus-Nr. 18;141118; 15,00 € 
22.11.2014;1023;Goethestraße / C1 ggü. Haus-Nr. 14;113140; 10,00 € 
22.11.2014;1039;Bankstraße / C1 in Höhe von Haus-Nr. 8;141322; 15,00 € 
24.11.2014;1237;Baerler Straße in Höhe von Haus-Nr. 56;113260; 15,00 € 
24.11.2014;1502;Seminarstraße ggü. Haus-Nr. 43;141412; 10,00 € 
24.11.2014;1503;Seminarstraße ggü. Haus-Nr. 43;113240; 10,00 € 
24.11.2014;1505;Seminarstraße ggü. Haus-Nr. 41;113260; 10,00 € 
24.11.2014;1509;Seminarstraße in Höhe von Haus-Nr. 14;113240; 10,00 € 
24.11.2014;1522;Haagstraße / B ggü. Haus-Nr. 11;142278; 35,00 € 
24.11.2014;1548;Kastell / B ggü. Haus-Nr. 5;141106; 30,00 € 
24.11.2014;1551;Kastell / B ggü. Haus-Nr. 5;141106; 30,00 € 
24.11.2014;1556;Meerstraße / B in Höhe von Haus-Nr. 13;142278; 35,00 € 
24.11.2014;1558;Meerstraße / B in Höhe von Haus-Nr. 13;142278; 35,00 € 
24.11.2014;1338;Nordring / C2, Parkplatz;113120; 10,00 € 
24.11.2014;1344;Nordring / C2, Parkplatz;101060; 20,00 € 
24.11.2014;1347;Nordring / C2, Parkplatz;101060; 20,00 € 
24.11.2014;1349;Nordring / C2, Parkplatz;101060; 20,00 € 
24.11.2014;1413;Markt, Parkplatz;113300; 10,00 € 
24.11.2014;1417;Markt, Parkplatz;113282; 20,00 € 
24.11.2014;1421;Markt, Parkplatz;113320; 10,00 € 
24.11.2014;1423;Markt, Parkplatz;113300; 10,00 € 
24.11.2014;1424;Markt, Parkplatz;113300; 10,00 € 
24.11.2014;1428;Markt, Parkplatz;113283; 25,00 € 
24.11.2014;1432;Markt, Parkplatz;113320; 10,00 € 
24.11.2014;1440;An der Sandkull, Parkplatz;113300; 10,00 € 
24.11.2014;1442;An der Sandkull, Parkplatz;113300; 10,00 € 
24.11.2014;1450;Lintforter Straße, Parkplatz;113300; 10,00 € 
24.11.2014;1454;Lintforter Straße, Parkplatz;113281; 15,00 € 
24.11.2014;1625;Heiermannsweg, Ecke Lintforter Str.80;141312; 15,00 € 
24.11.2014;917;Nordring / C2 in Höhe von Haus-Nr. 8;141352; 15,00 € 
24.11.2014;918;Nordring / C2 in Höhe von Haus-Nr. 8;141062; 30,00 € 
24.11.2014;920;Nordring / C2 in Höhe von Haus-Nr. 7;141062; 30,00 € 
24.11.2014;923;Nordring / C2 in Höhe von Haus-Nr. 1;141412; 10,00 € 
24.11.2014;924;Nordring / C2 in Höhe von Haus-Nr. 1;141412; 10,00 € 
24.11.2014;934;Seminarstraße ggü. Haus-Nr. 5;113240; 10,00 € 
24.11.2014;959;Augustastraße / C1 in Höhe von Haus-Nr. 13;141352; 15,00 € 
24.11.2014;1016;Meerstraße / B in Höhe von Haus-Nr. 13;142278; 35,00 € 
24.11.2014;1055;Landwehrstraße / C1 44;113240; 10,00 € 
24.11.2014;1952;Franz-Haniel-Straße ggü. Haus-Nr. 16a, Hornbach Ausfahrt;141315; 35,00 € 
24.11.2014;729;Unter den Kiefern ggü. Haus-Nr. 3;141312; 15,00 € 
24.11.2014;1153;Haagstraße / B ggü. Haus-Nr. 11;142278; 35,00 € 
24.11.2014;1226;Asberger Straße / C3 in Höhe von Haus-Nr. 10;113140; 10,00 € 
24.11.2014;1604;Kautzstraße / B, Parkplatz;113121; 15,00 € 
24.11.2014;837;Mühlenstraße / DE, Parkplatz;113320; 10,00 € 
24.11.2014;1210;Homberger Straße / C1 41;141106; 30,00 € 
24.11.2014;841;Mühlenstraße / DE, Parkplatz;113300; 10,00 € 
24.11.2014;1151;Haagstraße / B ggü. Haus-Nr. 11;142278; 35,00 € 
24.11.2014;1652;Endstraße ggü. Haus-Nr. 100;112402; 20,00 € 
24.11.2014;1130;Friedrich-Ebert-Platz / De, Parkplatz;113140; 10,00 € 
24.11.2014;1118;Otto-Hue-Straße / C1 ggü. Haus-Nr. 4;113121; 15,00 € 
24.11.2014;1250;Tersteegenstraße / C1 in Höhe von Haus-Nr. 15;141314; 25,00 € 
24.11.2014;1115;Neumarkt / A in Höhe von Haus-Nr. 7-9;141106; 30,00 € 
24.11.2014;1003;Kastell / B, schräg vor 11;113150; 10,00 € 
24.11.2014;1547;Mittelstraße / C1 ggü. Haus-Nr. 10a;113140; 10,00 € 
24.11.2014;1549;Mittelstraße / C1 in Höhe von Haus-Nr. 17;113140; 10,00 € 
24.11.2014;1554;Augustastraße / C1 in Höhe von Haus-Nr. 24;113120; 10,00 € 
24.11.2014;1600;Kautzstr in Höhe von Haus-Nr. 10;141118; 15,00 € 
